nk	ref_sk	hyp_sk	P(SK)	pred_label
음모를 꾸미고 모여들어 화덕처럼 마음에 불을 지피고 밤새타는 가슴을 잠재우다가아침이 되면 불꽃을 퉁긴다.	그들의 마음은 음모로 달구어진 화덕과 같다. 그들의 음모는 밤새도록 가라앉아 있다가 아침이 오면 뜨겁게 달아오른다.	음모를 꾸미고 모여들어 화덕처럼 내 마음에 불을 지피고 밤새도록 타오르는 가슴을 진정시키려다가 아침나절에는 불꽃을 퉁긴다.	0.0063140682455572	0
게다가 이 색다른 방식은 상대방에 대한 일종의 흥미를 자아냈다.	게다가 그의 괴팍스러운 행동이 재미있었다.	게다가 이 새로운 방식은 상대방에게 일종의 흥미를 불러일으켰다.	0.0099917048119402	0
게다가 이 색다른 방식은 상대방에 대한 일종의 흥미를 자아냈다.	그리고 이 색다른 응접은 나의 흥미를 끌었다.	게다가 이 새로운 방식은 상대방에게 일종의 흥미를 불러일으켰다.	0.0099917048119402	0
또한 장원의 그 풍채 끼끗하면서도 시원스럽게 름름하고 기질이 헌앙하여 만인중에 뛰여나니 이를 기특히 여기고 지극히 사랑하며 선에게 한림학사의 영화로운 벼슬을 제수하였다.	또한 선의 풍채 끼끗하면서 시원스럽게 늠름하고 기상이 굳세어 만인 중에 뛰어나니 황제께서 기특히 여기사 지극히 사랑하며 선에게 한림학사 벼슬을 내리셨다.	또한 장원의 풍채 끼끗하면서도 시원스럽게 름름하고 기품이 헌앙하여 만인 중에 뛰어나니, 이를 기특히 여기고 지극히 사랑하며 선에게 한림학사의 영화로운 벼슬을 제수하였다.	0.0108320893310326	0
솔로몬의 잠언 지혜로운 아들은 아버지의 기쁨이요, 어리석은 아들은 어머니의 근심이다.	솔로몬의 잠언입니다. 지혜로운 아들은 자기 아버지를 기쁘게 하지만 어리석은 아들은 자기 어머니의 근심이다.	지혜로운 아들은 아버지의 기쁨이지만 어리석은 아들은 어머니의 근심이다.	0.0113148102909455	0
이 말에 시장의 낯빛이 싹 달라졌다. 그러나 그는 다시 랭정을 돌이켰다.	이 말에 시장은 얼굴을 찌푸렸지만 곧바로 표정을 수습했다.	시장의 얼굴에 미소가 떠오르자, 그는 다시 침착성을 되찾았다.	0.0130870749836197	0
누군가가 대답하리라. 자기네 조상을 애급에서 구출해 내신 자기네 조상의 하느님 여호와를 저버리고 다른 신에게 흘려 그를 례배하고 섬겼기 때문이지 그래서 여호와께서는이 온갖 재앙을 그들에 내리셨다네.	그 때에 사람들은 이렇게 대답할 것이다. 이렇게 된 까닭은 이스라엘 백성이 그들의 조상이 섬겼던 하나님 곧 그들을 이집트에서 인도해 내신 여호와 하나님을 떠났기 때문이다. 그들은 다른 신들에게 마음이 끌려 그들을 예배하고 섬겼다. 그래서 여호와께서 이런 재앙을 그들에게 내리신 것이다.	누군가가 그들에게 대답하겠다. 그들은 자기 조상을 이집트에서 구해 내신 여호와를 배반하고 다른 신들을 섬겼다. 그래서 여호와께서 그들에게 재앙을 내리셨다.	0.0136649269461427	0
모리배는 집안에 해를 끼치고 뢰물을 멀리하는 사람은 복된 삶을 누린다.	탐욕을 부리는 자는 자기 가족에게 재앙을 가져오나 뇌물을 미워하는 자는 형통할 것이다.	모리배는 집안에 해를 끼치지만 뇌물을 멀리하는 사람은 복을 받는다.	0.0144575781293509	0
하고 나는 초인종소리를 듣고 들어온 사환군에게 물었다.	초인종 소리를 듣고 뛰어온 급사에게 물었다.	하고 초인종을 울리고 들어온 사환군에게 물었다.	0.0148087694635556	0
하고 나는 초인종소리를 듣고 들어온 사환군에게 물었다.	내 부름을 받고 온시중꾼에게 물었다.	하고 초인종을 울리고 들어온 사환군에게 물었다.	0.0148087694635556	0
